160327,-87.6320171356,41.8907771566,1
160301,-87.6601159573,41.9922240258,1
160290,-87.6689350605,41.9825268385,1
160287,-87.675511837,41.9689036238,1
160285,-87.6811122894,41.6767263382,1
160271,-87.6763486862,41.6545092018,1
160263,-87.7628713846,41.9696255359,1
160232,-87.6641499996,41.950665651,1
160226,-87.6726686954,41.6763577181,2
160224,-87.6764774323,41.6553749481,2
160223,-87.6278,41.8819,1
160199,-87.6033496857,41.8919272382,1
160195,-87.5886780024,41.7952722028,1
160172,-87.6278114319,41.8818952734,1
160161,-87.6278,41.8819,1
160153,-87.6792240143,42.0338668481,1
160152,-87.6839447021,42.0469343926,1
160151,-87.6774215698,42.0538814072,2
160150,-87.6802539825,42.0496750487,1
160142,-87.6278,41.8819,1
160128,-87.676949501,42.0540725987,3
160123,-87.678258419,42.0496272476,1
160118,-87.8096222878,41.794976251,1
160054,-87.5474953651,41.653435019,1
160053,-87.6499986649,41.8680907601,1
160045,-87.7011269331,41.8897827985,1
159990,-87.6813268661,41.6503726981,4
159986,-87.625118494,41.8752849772,1
159968,-87.6447308064,41.8715501571,2
159963,-87.6664352417,41.6904759616,1
159936,-87.6644611359,41.6845149472,2
159932,-87.6787090302,41.6632302617,6
159926,-87.6278,41.8819,4
159875,-87.6174688339,41.8950099937,1
159855,-87.5377106667,41.6710205039,2
159846,-87.6387548447,41.6520401579,3
159835,-87.6816809177,41.7038061237,3
159833,-87.6821529865,41.7271192517,1
159829,-87.6903712749,41.6369352448,3
159827,-87.6529812813,41.6780645716,1
159804,-87.6612102985,41.8828218585,1
159754,-87.7185344696,41.9810593723,1
159744,-87.7131271362,42.007022148,1
159722,-87.646522522,41.9615324733,1
159721,-87.6437759399,41.9547030275,1
159710,-87.8130340583,41.9880231564,1
159682,-87.7840662003,41.9695417785,1
159681,-87.625837326,41.8891797867,1
159667,-87.7670288086,41.9802937244,1
159662,-87.6278,41.8819,1
159633,-87.8362083435,41.9310815457,1
159632,-87.7194356918,41.9789857211,3
159615,-87.7132558823,41.9684609002,2
159614,-87.7163350582,41.9779528581,1
159611,-87.6278,41.8819,1
159610,-87.7162277699,41.9795998479,2
159609,-87.7132505178,41.9685167394,1
159607,-87.7189207077,41.980931765,1
159605,-87.6999521255,42.0047898931,1
159599,-87.6878285408,41.8894353685,1
159597,-87.6917982101,41.8992505361,1
159596,-87.7181053162,41.9803415776,4
159595,-87.7129983902,41.967308209,1
159577,-87.684019804,42.0473327511,1
159576,-87.68032372,42.0482649003,1
159575,-87.6767885685,42.0513639989,1
159574,-87.7471911907,42.0264075817,1
159573,-87.7497017384,42.0215617772,1
159571,-87.7016580105,42.0644279448,1
159570,-87.6857364178,42.0641571342,1
159568,-87.686508894,41.8907531963,1
159567,-87.6660919189,42.0192662673,1
159566,-87.6765203476,41.8522774148,1
159565,-87.7293330431,41.9536179079,1
159564,-87.7095651627,41.9754444067,1
159563,-87.5866985321,41.786161059,1
159533,-87.7046942711,41.9629684786,1
159521,-87.6278114319,41.8818952734,1
159519,-87.6157093048,41.7747683078,1
159511,-87.7258729935,41.8524292543,1
159508,-87.7173757553,41.9792409434,2
159500,-87.6239490509,41.8768467463,1
159499,-87.655749321,41.830760513,1
159497,-87.6786231995,41.9465322617,1
159478,-87.7204442024,41.8589260485,1
159476,-87.7246284485,41.8536119917,1
159475,-89.0414428711,41.8260837063,1
159462,-87.6824855804,41.9130083981,1
159461,-87.6824855804,41.9130083981,1
159448,-87.6888155937,41.972477208,1
159447,-87.689974308,41.9912830806,1
159446,-87.6948666573,42.0102587785,1
159445,-87.6996088028,42.0121161793,1
159440,-87.6517474651,41.9813624388,1
159430,-87.6501917839,41.9798550677,2
159429,-87.6745891571,41.9796317505,1
159428,-87.6895666122,41.9812986354,1
159423,-87.6921200752,41.9775261492,1
159418,-87.6745569706,41.990964113,1
159409,-87.6896524429,41.9849751987,1
155645,-87.6607704163,41.9981165784,6
155644,-87.675318718,42.008943419,1
155632,-87.6278,41.8819,1
155611,-87.6571011543,41.875872143,1
155610,-87.6618218422,41.8758321999,1
155560,-87.6278,41.8819,1
155551,-87.6614248753,42.0015928488,2
155546,-87.6278,41.8819,1
155508,-87.7272891998,41.9464045851,3
155501,-87.8073692322,41.952883846,2
155480,-87.7392196655,41.6911489446,1
155461,-87.7036213875,41.9248994129,1
155452,-87.6840949059,41.9723097007,15
155416,-87.706990242,41.9611176213,3
155391,-87.7039432526,41.939509673,3
155317,-87.6278,41.8819,1
155299,-87.6413726807,41.8910327321,1
155297,-87.6278,41.8819,1
155296,-87.6428747177,41.8882133585,1
155292,-87.6278,41.8819,1
155289,-87.6263201237,41.8860408384,1
155278,-87.6278,41.8819,1
155275,-87.5714153051,41.7769326062,1
155273,-87.6278114319,41.8794030124,2
155259,-87.6278,41.8819,1
155258,-87.6447844505,41.8830455149,1
155219,-87.648679018,41.8867636887,1
155205,-87.6241528988,41.8924862982,2
155200,-87.6465439796,41.9237379512,3
155191,-87.7435970306,41.8301769301,2
155149,-87.7089214325,41.961755854,1
155148,-87.6278,41.8819,1
155147,-87.6665210724,41.8833011214,1
155141,-87.6278,41.8819,1
155139,-87.7864587307,41.9956487896,2
155109,-87.6764774323,41.8752650055,1
155084,-87.6278,41.8819,1
155077,-87.6684200764,41.9205049052,2
155071,-87.701690197,41.9174632976,3
155070,-87.7247786522,41.8588621226,1
155061,-87.6447844505,41.7688231123,12
155044,-87.7080416679,41.9539849357,1
155042,-87.6798409224,41.9103576651,1
155041,-87.6278,41.8819,1
154996,-87.6739400625,41.8731479678,1
154921,-87.6572942734,41.9879418152,2
154867,-87.7088999748,41.9830771297,34
154864,-87.6928281784,41.9813385125,3
154852,-87.5757980347,41.744276346,3
154814,-87.6708984375,41.9620430567,1
154789,-87.6384919882,41.8906214148,1
154788,-87.6540970802,41.9344178126,1
154784,-87.7244675159,41.8537957935,1
154778,-87.6953065395,41.8372834881,1
154777,-87.695376277,41.8444891638,5
154776,-87.7049946785,41.8370037173,1
154774,-87.7146077156,41.8369397695,3
154773,-87.7245211601,41.8368438477,1
154771,-87.7307868004,41.8366200296,2
154768,-87.7344346046,41.8442294059,1
154763,-87.7249932289,41.8442933464,1
154761,-87.7152514458,41.8542353174,2
154758,-87.7054721117,41.8540395299,1
154755,-87.7051824331,41.8443293129,3
154753,-87.715036869,41.8443253167,3
154565,-87.6805007458,42.0151213866,11
154542,-87.6705443859,41.997438843,14
154412,-87.6974844933,41.9280643885,5
154406,-87.7023983002,41.92857524,1
154392,-87.7051663399,41.9356229762,16
154379,-87.7024412155,41.9319595276,1
154320,-87.6654052734,41.8864002678,1
154319,-87.6298713684,41.8805852509,1
154294,-87.7668678761,41.9532428991,1
154209,-87.7407646179,41.9756198819,1
154208,-87.7087926865,41.9667976678,1
154207,-87.7427816391,41.9608782824,6
154168,-87.7063894272,41.8874705566,2
154116,-87.7053809166,41.9444056162,2
154105,-87.6836013794,41.9540966394,5
154104,-87.5831258297,41.791408724,4
154008,-87.6441514492,41.8830295395,1
153975,-87.7125263214,41.9392383302,4
153970,-87.6563555002,41.9764533824,1
153966,-87.6964330673,41.8820869818,1
153921,-87.7029132843,41.9463806458,1
153913,-87.6438510418,41.8672358687,1
153888,-87.6095509529,41.8599568445,4
153884,-87.6709413528,41.9996474365,11
153880,-87.6608777046,42.0014054858,2
153859,-87.5862050056,41.7711516462,7
153854,-87.5910544395,41.7694872732,6
153852,-87.7202403545,41.9246000691,1
153797,-87.7800536156,41.8707911831,1
153792,-87.6278,41.8819,1
153791,-87.711802125,41.9173914469,6
153708,-87.7125477791,41.9324543848,2
153649,-87.718834877,41.946484383,4
153614,-87.6284980774,41.881416,1
153584,-87.6906824112,42.012383226,4
159403,-87.6897275448,41.9866259943,1
159350,-87.6637101173,41.9652181552,1
159348,-87.7193498611,41.980931765,2
159331,-87.6657700539,42.0078990839,1
159317,-87.6976132393,41.9518465702,3
159305,-87.6853179932,42.0450541066,1
159304,-87.7126121521,41.9389350634,1
159288,-87.6641714573,41.8800500511,1
159281,-87.7597975731,41.9786028858,1
159185,-87.7052307129,42.0120603783,1
159148,-87.6459217072,41.8721493408,1
159147,-87.6459217072,41.8721493408,1
159144,-87.6278,41.8819,1
159142,-87.6278,41.8819,1
159136,-87.6340770721,41.8300490209,1
159135,-87.6340770721,41.8300490209,1
159133,-87.7478563786,41.9600964357,1
159100,-87.6278,41.8819,2
159034,-87.6971626282,41.8959523608,2
158997,-87.6774966717,41.9109485007,1
158996,-87.6999521255,41.8957606941,1
158995,-87.6768636703,41.8866878098,1
158983,-87.8026807308,41.8853339547,1
158981,-87.7864587307,41.8727605024,1
158961,-87.7889692783,41.8724728977,1
158960,-87.7891838551,41.880046057,1
158940,-87.7185130119,41.9465482212,1
158936,-87.6278114319,41.8818952734,1
158872,-87.6794815063,41.9758910699,1
158825,-87.6451438665,41.926691455,2
158819,-87.6372098923,41.8831014289,1
158817,-87.6992225647,41.975986783,1
158815,-87.7725219727,42.152459738,1
158798,-87.6178443432,41.8945867227,1
158794,-87.6288092136,41.8971582509,1
158786,-87.6994854212,41.8481856043,1
158783,-87.6740205288,42.0466635073,1
158781,-87.6795190573,42.050033556,1
158779,-87.7715778351,42.0623888717,1
158762,-87.604637146,41.9657446637,1
158759,-87.6793956757,42.0334843429,2
158757,-87.6740688086,42.052782045,1
158753,-87.6873511076,42.0543275198,1
158742,-87.7617502213,41.9686483601,1
158741,-87.7616643906,41.9686483601,1
158740,-87.7602910995,41.9696055936,1
158739,-87.7602052689,41.9696055936,2
158738,-87.7657842636,41.9710095101,1
158737,-87.6278,41.8819,1
158734,-87.6251292229,41.9142139661,1
158727,-87.6335835457,41.869908365,1
158716,-87.6278,41.8819,1
158697,-87.7119255066,41.9137109835,1
158584,-87.7081918716,42.0187561427,1
158567,-87.6392161846,41.8628893283,1
158550,-87.6694607735,42.0160938637,1
158549,-87.6726686954,42.0148902219,1
158540,-87.6809406281,41.8726766178,1
158537,-87.6970124245,41.9058862999,1
158532,-87.6563930511,41.8311362416,1
158522,-87.6561999321,41.8308484497,1
158521,-87.6868790388,41.89013422,1
158504,-87.6278114319,41.8819272249,1
158492,-87.6278,41.8819,1
158488,-87.6559638977,41.8308324612,12
158457,-87.6595419645,41.9946241706,1
158444,-87.6351928711,41.916201906,1
158420,-87.6854467392,41.9216225199,1
158419,-87.6621222496,41.8911205859,1
158416,-87.6278,41.8819,1
158411,-87.7552700043,41.9780605318,2
158405,-87.6256227493,41.9065729942,9
158404,-87.6576268673,41.9707143712,1
158390,-87.6612317562,42.0015131199,1
158384,-87.7555274963,41.9785709828,2
158374,-87.62773633,41.8821269209,1
158373,-87.6278,41.8819,1
158313,-87.6558351517,41.9963703985,1
158312,-87.6551485062,41.9899753031,1
158311,-87.6593971252,41.9900072004,1
158310,-87.6600623131,41.9911554937,1
158303,-87.6754581928,42.0090191525,1
158302,-87.6278,41.8819,1
158282,-87.6695251465,41.8999772298,1
158280,-87.6278,41.8819,1
158276,-87.6602929831,41.9871323892,1
158275,-87.6591879129,41.9899394186,1
158274,-87.6652926207,41.9895965211,1
158260,-87.6442694664,41.9355272024,1
158244,-87.6073622704,41.7913767273,1
158239,-87.6492476463,41.841623776,1
158238,-87.6728510857,41.8558175786,1
158237,-87.6371026039,41.8835567267,1
158221,-87.6843309402,41.9939782934,1
158218,-87.7305614948,41.9536258868,2
158217,-87.7474486828,41.9536099291,1
158207,-87.6407825947,41.8142742483,1
158202,-87.9386901855,41.7867754326,1
158188,-87.7744960785,41.8949301315,1
158178,-87.6278,41.8819,1
153583,-87.6278,41.8819,1
153581,-87.6663386822,42.0090151666,1
153482,-87.6278,41.8819,1
153381,-87.7478349209,41.9535620557,3
153190,-87.6595258713,41.9369558127,1
153187,-87.71169312,41.9025819987,1
153183,-87.7639174461,41.9532349202,1
153182,-88.2263946533,41.9431487473,1
153137,-87.632676959,41.8819152431,1
153121,-87.7118396759,41.9319754908,5
153098,-87.6996088028,41.9976461511,3
153097,-87.7157557011,41.9392024171,1
153082,-87.7128481865,41.9173834635,7
153031,-87.642531395,41.6853001662,3
153027,-87.7108740807,41.6912050262,5
153026,-87.6812839508,41.6871189529,6
153024,-89.6298766136,42.7933852212,1
153019,-87.6654481888,41.9904697099,1
153018,-87.7035570145,41.9883644671,3
152969,-87.6600515842,41.9871004904,2
152955,-87.7124512196,41.9417920992,5
152897,-87.755613327,41.9671167565,2
152879,-87.6752452254,42.0112023124,3
152876,-87.67776736,42.0135720083,2
152872,-87.6278,41.8819,1
152868,-87.6681733131,41.9906331823,2
152836,-87.6690101624,42.016014153,2
152832,-87.6981925964,41.9321031962,1
152812,-87.6175493002,41.8959124303,1
152748,-87.7474486828,41.9536498235,3
152747,-87.7611064911,41.9692546097,5
152719,-87.7252936363,42.0016885233,3
152536,-87.6799535751,42.0089274751,3
152533,-87.666413784,42.0080346092,3
152462,-87.7302718163,41.9536657813,5
152461,-87.6278,41.8819,1
152391,-87.6459699869,41.8183082587,2
152367,-87.6914012432,41.9728441271,4
152366,-87.6284980774,41.8818952734,1
152358,-87.6284122467,41.8818952734,1
152332,-87.6740527153,42.0179271815,4
152295,-87.7220642567,41.9937390779,2
152294,-87.6735109091,41.9977896716,5
152278,-87.6611351967,42.0056748321,4
152271,-87.6894593239,42.0013696078,7
152270,-87.675318718,42.0090071946,2
152262,-87.6709628105,42.0209998632,3
152261,-87.6277256012,41.881863322,1
152260,-87.7076017857,42.0327432326,2
152259,-87.7057135105,42.0277385192,2
152252,-87.6663064957,42.0090151666,1
152247,-87.6692461967,42.016014153,1
152245,-87.6752114296,42.0092383807,4
152214,-87.7214097977,41.8954731929,4
152213,-87.6729369164,42.0053001297,16
152212,-87.6752114296,42.008935447,12
152201,-87.7560853958,41.9056946629,2
152189,-87.7355718613,41.9095911676,3
152181,-87.7176332474,41.8950259662,2
152170,-87.6783978939,42.014714855,1
152169,-87.6748466492,41.8813201449,1
152155,-87.6849317551,41.9152837888,1
152111,-87.7861690521,41.9454789227,5
152034,-87.7460002899,41.9618515884,1
152025,-87.6129090786,41.8839321453,6
151999,-87.6278,41.8819,1
151854,-87.5613355637,41.7554344033,2
151802,-87.6875066757,41.8888922558,6
151798,-87.6627445221,42.0115661392,4
151788,-87.6693803072,42.0159703121,3
151778,-87.6300001144,41.8939398312,1
151750,-87.6666069031,42.0198401525,2
151731,-87.6896739006,41.9939743065,1
151705,-87.6726616376,42.0149172821,5
151704,-87.6704102755,42.0173652354,3
151703,-87.6261377335,41.8234733399,7
151694,-87.7407860756,41.8807729692,6
151693,0.2750444412,49.2803624346,1
151692,-87.7228689194,41.7563868305,4
151691,-87.5899815559,41.7095611118,2
151688,-64.7043228149,18.3541080248,1
151685,-87.6611030102,42.0045028832,5
151684,-87.6658129692,42.0103185669,4
151680,-63.2301270962,17.6289356913,1
151679,-63.2519924641,17.6168186749,1
151628,-87.6715636253,42.0192064873,1
151616,-94.6493196487,38.8402006588,1
151601,-87.654440403,41.9856849663,1
151594,-87.6687312126,41.9833881617,6
151588,-87.6731085777,42.0193619152,9
151582,-87.6284980774,41.8818952734,1
151573,-87.6691174507,42.0161735742,5
151536,-87.680388093,42.0137264141,12
151535,-87.6684361696,42.0193858271,8
151529,-87.6575946808,41.8789396968,1
151486,-87.6701045036,42.0160659649,4
151475,-87.6627874374,42.0126941148,6
151472,-87.6685810089,42.0160181385,3
151454,-87.6278,41.8819,1
151453,-87.6776790619,41.9177347331,1
158124,-87.5353717804,41.7024924564,1
158117,-87.6429712772,41.9493011834,1
158115,-87.6278,41.8819,1
158114,-87.6339590549,41.8823226225,1
158113,-87.6293027401,41.8723690401,1
158107,-87.669686079,41.9865741584,1
158077,-87.6917713881,41.8993663285,1
158068,-87.6668697596,41.8792073019,1
158067,-87.6258158684,41.8623859414,1
157994,-87.6657164097,41.8230056214,1
157984,-87.684186101,41.975751488,1
157948,-87.6878875494,41.889527218,2
157942,-87.6402139664,41.7905768058,1
157914,-87.6409435272,41.9438709512,1
157911,-87.6137888432,41.833646372,1
157901,-88.2884716988,42.0434606003,1
157896,-87.6610118151,42.0013377161,1
157895,-87.8909683228,41.9114754575,1
157892,-87.6730388403,42.0193180766,1
157890,-87.6606845856,41.9981245517,1
157883,-87.6278,41.8819,1
157872,-87.6578521729,41.9994959469,9
157868,-87.6594829559,42.0003570405,1
157867,-87.6604700089,42.0002932562,1
157852,-87.6608133316,42.000580285,1
157851,-87.7107346058,41.93096182,1
157850,-87.7126711607,41.9320353528,1
157846,-87.7022051811,41.8445411153,2
157837,-220.5165481567,37.3412637147,1
157835,-87.6392698288,41.9360459752,1
157819,-87.6568651199,41.9958919846,1
157792,-87.6610922813,42.0014732555,1
157789,-87.6615858078,42.0019835187,3
157781,-87.7877998352,41.981107225,1
157771,-87.7274179459,41.9481441558,4
157751,-87.5340735912,41.698867717,1
157712,-88.3674252033,41.9505300035,1
157711,-87.6278,41.8819,1
157710,-87.7811050415,41.8882213455,1
157706,-87.6975595951,41.9284674826,1
157499,-87.6549446583,41.9733147377,3
157485,-87.6323282719,41.8891717997,3
157484,-87.6731729507,42.0053240469,1
157481,-87.699791193,41.932398514,1
157480,-87.662358284,41.9107169577,1
157477,-87.6962614059,41.9314008133,1
157438,-87.7023768425,41.91563507,1
157434,-87.7023983002,41.9173674966,1
157389,-87.6382827759,41.891991131,1
157372,-87.6715421677,42.0101471733,1
157307,-87.9572296143,41.8639852882,1
157306,-87.6278,41.8819,1
157303,-87.7090930939,41.9609261502,2
157300,-87.6772069931,41.9059501787,1
157294,-87.6155591011,41.8844753002,13
157288,-87.660984993,41.8521655328,1
157278,-87.680913806,41.8291216709,3
157277,-87.7015399933,41.9171479521,2
157262,-87.7076768875,41.9394458278,1
157260,-87.722826004,41.9562030152,1
157233,-87.6290988922,41.8845791381,1
157232,-87.6933431625,41.7791848392,1
157231,-87.6837301254,41.7791848392,1
157175,-87.7962112427,41.7846890758,1
157169,-87.62368083,41.8894193947,4
157154,-87.6853609085,41.9792568947,1
157152,-87.6238632202,41.8988033358,1
157150,-87.6181769371,41.8949061728,1
157139,-87.7155303955,41.8626096694,1
157135,-87.7110242844,41.8697845299,1
157112,-87.6826786995,41.8740027802,1
157070,-87.6480728388,41.8992345647,2
157069,-87.6323980093,41.8674915384,2
157068,-87.6310998201,41.8529646854,1
157067,-87.6310032606,41.7945603163,1
157066,-87.5874763727,41.7996473313,1
157065,-87.6050823927,41.7896328854,1
157064,-87.5829273462,41.7915447096,1
157063,-87.5254637003,41.7220745305,1
157062,-87.5280708075,41.7135856931,4
157061,-87.5509554148,41.7587158157,1
157060,-87.5552898645,41.7588838836,1
157059,-87.5662225485,41.7664224735,1
157058,-87.576135993,41.7659743443,1
157057,-87.6318776608,41.7413144125,1
157056,-87.6239490509,41.7358384785,1
157055,-87.6050662994,41.7366070588,2
157054,-87.5856685638,41.7368632502,1
157053,-87.5851535797,41.7223868343,1
157052,-87.5290203094,41.7172616575,3
157037,-87.6753401756,42.0089513909,1
157027,-87.7284049988,41.9652979295,1
157003,-87.6667141914,42.0220320277,1
156985,-87.6939225197,41.9679782881,1
156983,-87.6143682003,41.9061218528,1
156980,-87.7050107718,41.8371196225,1
156978,-87.7144736052,41.837127616000004,2
156976,-87.7187544107,41.8370956421,1
156974,-87.724236846,41.8367519225,1
156972,-87.7246874571,41.8441374913,1
156970,-87.7149456739,41.8442893501,2
156968,-87.7052628994,41.8445930667,2
156967,-87.6952958107,41.8446570068,1
156919,-87.6278,41.8819,1
156911,-87.5496196747,41.7280040389,2
156883,-87.6288735867,41.8697246095,1
156851,-87.6278,41.8819,1
156850,-87.6647508144,41.9762818975,1
156830,-87.8055238724,41.9086490018,1
156829,-87.8060817719,41.901622242,1
156827,-87.7193552256,41.9463686761,3
156826,-87.6514577866,41.8665567413,1
156809,-87.7216887474,42.025961273,1
156782,-87.6278,41.8819,1
156776,-87.6278,41.8819,1
156770,-87.5828361511,41.7204008768,1
156767,-87.6278,41.8819,1
156765,-87.6502132416,41.8819272249,1
156757,-87.6278,41.8819,1
156751,-87.6697826385,41.7848490756,1
156750,-87.7021408081,41.7789688203,1
156652,-87.679926753,41.9733745609,2
156649,-87.7617448568,41.9701041471,2
156626,-87.6278,41.8819,1
156609,-87.6838856936,42.0048138105,1
156596,-87.6569831371,41.9976381777,8
156578,-87.6278,41.8819,1
156576,-87.6685702801,41.9781482659,1
156573,-87.6419681311,41.8125910034,1
156572,-87.6425528526,41.8185841133,1
156571,-87.6357722282,41.8306405992,2
156565,-87.6292705536,41.8786521199,1
156556,-87.6832795143,41.8106678119,1
156548,-87.6457071304,41.8199113974,1
156541,-87.6461791992,41.8343018675,1
156516,-87.6935148239,41.9618834998,2
156515,-87.6278,41.8819,1
156500,-87.6410937309,41.9440425233,2
156451,-87.7617931366,41.9699485988,3
156446,-87.6713490486,41.9160741688,1
156412,-87.6663601398,41.8740427244,1
156362,-87.6278,41.8819,1
156361,-87.7271819115,41.9462370093,3
156359,-87.6220285892,41.8553780656,3
156357,-87.6278,41.8819,1
156356,-87.7616643906,41.9702118341,3
156355,-87.7626514435,41.9705947199,3
156352,-87.7246499062,41.9532827938,3
156350,-87.6391839981,41.8718457551,2
156297,-87.6694661379,41.9797075189,3
156293,-87.71235466,41.9926705712,1
156290,-87.6801466942,41.8261636546,1
156275,-87.629798,41.8781903959,1
156274,-87.6278,41.8819,1
156266,-87.6868844032,41.9139664672,1
156259,-87.6824587584,41.8691254031,1
156258,-87.6554918289,41.9922878182,1
156255,-87.6220607758,41.856604699,3
156242,-87.8061676025,41.9014146215,1
156232,-87.7132129669,41.9389031405,1
156230,-87.6818847656,41.7021400045,2
156229,-87.6284122467,41.8925981096,1
156189,-87.6842880249,41.9756358342,1
156188,-87.6967978477,41.8446969694,1
156177,-87.7598083019,41.9785988979,4
156159,-87.6572942734,41.897964827,1
156153,-87.6960468292,41.8439576581,3
156075,-87.6658022404,41.9897041751,1
156074,-87.6592683792,41.9899593544,1
156073,-87.6326823235,41.8775337529,1
156068,-87.7665245533,41.9747544656,1
156023,-87.7620506287,41.9698289461,4
156019,-87.7460861206,41.960128348,2
156016,-87.788143158,41.9597453993,1
155980,-87.7624261379,41.9971278797,1
155978,-87.6278,41.8819,1
155972,-87.7477222681,41.953502214,1
155971,-87.7627587318,41.9675315695,1
155970,-87.628455162,41.881863322,1
155968,-87.7522444725,41.9754284544,2
155916,-87.6922917366,41.9775899563,1
155907,-87.7187919617,41.981426242,4
155906,-87.7130842209,41.9679144713,5
155899,-88.2228541374,41.8422392258,1
155898,-88.1987249851,41.8812402655,1
155897,-88.2614028454,41.8385784115,1
155883,-87.6461148262,41.9276333544,2
155876,-87.6770997047,42.0570519252,4
155870,-87.5855505466,41.7733600744,3
155863,-87.6278,41.8819,1
155775,-87.6683449745,42.0128774587,1
155759,-87.6636457443,42.0126702003,2
155731,-87.9929351807,42.0110400095,1
155694,-87.737030983,41.9575433999,1
155681,-87.6130914688,41.8840200089,3
155659,-87.713470459,41.9684489346,5
155658,-87.7085351944,41.9685127509,3
155657,-87.7010250092,41.9660278597,3
155651,-87.665271163,42.0171141514,2
155650,-87.6986432076,41.9686842566,1
151451,-87.6727867126,41.9215985712,1
151445,-87.6620149612,42.0191546779,1
151434,-87.6822280884,41.999559732,5
151431,-87.6660597324,42.008935447,1
151430,-87.6660490036,42.0089195031,5
151428,-87.6660704613,42.0090071946,1
151427,-87.6751041412,42.0091108299,8
151422,-87.6261806488,41.8795148467,3
151421,-87.6731300354,42.0053081021,4
151419,-87.6744657755,42.0127419437,1
151418,-87.6732158661,42.00526824,11
151417,-87.6744657755,42.0127419437,1
151408,-87.6731300354,42.0053081021,12
151407,-87.6692891121,42.0160061819,4
151405,-87.6744657755,42.0127419437,4
151404,-87.666156292,42.0091108299,1
151403,-87.666156292,42.0091108299,6
151402,-87.6608240604,42.0012021765,18
151401,-87.7162599564,41.9776298357,1
151400,-87.661113739,42.0013098109,7
151399,-87.7161955833,41.9773107997,1
